GRB,TriggerNumber,Observatory,Instrument,Filter,λ_eff,Time (s),Magnitude,Mag error,Source,E(B-V),Extinction,Flux (Jy)
140516A,599188,Johnson,RATIR,Y,10172.74,46746,21.52,3-sigma,GCN 16297,0.02,0.020185037892948173,"9.122214164614593e-06 (+0.0, -inf)"
140516A,599188,Johnson,RATIR,J,12433.64,46746,22.0,3-sigma,GCN 16297,0.02,0.01429362550881954,"5.831008830470565e-06 (+0.0, -inf)"
140516A,599188,Johnson,RATIR,H,16112.7,46746,21.48,3-sigma,GCN 16297,0.02,0.009430629275994288,"9.371271076846009e-06 (+0.0, -inf)"
140516A,,Johnson,RATIR,J,12500.0,46800.0,,,Fong+2015,,,"5.8e-06 (+0.0, -inf)"
140414A,,TNG,DOLORES,r,6200.0,54720.0,,,Fong+2015,,,"5.9e-06 (+0.0, -inf)"
140402A,,Magellan/Baade,IMACS,r,6650.0,104400.0,,,Fong+2015,,,"3.6e-07 (+0.0, -inf)"
140320A,592544,Swift,UVOT,UVW2,2085.73,4335.5,21.93,3-sigma,GCN 16018,0.51,4.396338158544956,"0.00035201527751427443 (+0.0, -inf)"
140320A,592544,Swift,UVOT,V,5411.43,4540.5,19.19,3-sigma,GCN 16018,0.51,1.4027558443708608,"0.0002786946210337346 (+0.0, -inf)"
140320A,592544,Swift,UVOT,UVM2,2245.78,4745.5,21.69,3-sigma,GCN 16018,0.51,3.9644008867536034,"0.000294975946686254 (+0.0, -inf)"
140320A,592544,Swift,UVOT,UVW1,2684.14,4950.5,21.31,3-sigma,GCN 16018,0.51,2.926648126829269,"0.00016094796860862206 (+0.0, -inf)"
140320A,592544,Swift,UVOT,U,3520.95,5155.5,20.72,3-sigma,GCN 16018,0.51,2.1907508203125,"0.00014071052293142445 (+0.0, -inf)"
140320A,592544,Swift,UVOT,B,4346.25,7364.5,20.67,3-sigma,GCN 16018,0.51,1.8421455,"0.00010687704776784601 (+0.0, -inf)"
140320A,592544,Johnson,RATIR,r,6149.31,118278,22.7,3-sigma,GCN 16026,0.51,1.171156306156406,"8.881550128957727e-06 (+0.0, -inf)"
140320A,592544,Johnson,RATIR,i,7531.29,118278,22.38,3-sigma,GCN 16026,0.51,0.8559249400544959,"8.920644345025536e-06 (+0.0, -inf)"
140320A,592544,Johnson,RATIR,Z,8788.01,118278,21.23,3-sigma,GCN 16026,0.51,0.659886366847826,"2.14773549992852e-05 (+0.0, -inf)"
140320A,592544,Johnson,RATIR,Y,10172.74,118278,21.27,3-sigma,GCN 16026,0.51,0.5147184662701785,"1.810979922095672e-05 (+0.0, -inf)"
140320A,592544,Johnson,RATIR,J,12433.64,118278,20.82,3-sigma,GCN 16026,0.51,0.3644874504748982,"2.386828578003244e-05 (+0.0, -inf)"
140320A,592544,Johnson,RATIR,H,16112.7,118278,20.24,3-sigma,GCN 16026,0.51,0.24048104653785432,"3.632609108152308e-05 (+0.0, -inf)"
140320A,,Johnson,RATIR,r,6240.0,118440.0,,,Fong+2015,,,"1.07e-05 (+0.0, -inf)"
140320A,,Johnson,RATIR,i,7700.0,118440.0,,,Fong+2015,,,"1.04e-05 (+0.0, -inf)"
140320A,,Johnson,RATIR,Z,8780.0,118440.0,,,Fong+2015,,,"2.43e-05 (+0.0, -inf)"
140320A,,Johnson,RATIR,Y,10020.0,118440.0,,,Fong+2015,,,"2.02e-05 (+0.0, -inf)"
140320A,,Johnson,RATIR,J,12500.0,118440.0,,,Fong+2015,,,"2.53e-05 (+0.0, -inf)"
140320A,,Johnson,RATIR,H,16350.0,118440.0,,,Fong+2015,,,"3.73e-05 (+0.0, -inf)"
140129B,,Master-II,--,--,,115.2,,,Fong+2015,,,"0.00759 (+0.0, -inf)"
140129B,,Master-II,--,--,,190.8,,,Fong+2015,,,"0.00302 (+0.0, -inf)"
140129B,,Master-II,--,--,,284.4,,,Fong+2015,,,"0.00191 (+0.0, -inf)"
140129B,,Master-II,--,--,,396.0,,,Fong+2015,,,"0.00145 (+0.0, -inf)"
140129B,,Master-II,--,--,,540.0,,,Fong+2015,,,"0.000692 (+0.0, -inf)"
140129B,,Master-II,--,--,,720.0,,,Fong+2015,,,"0.000525 (+0.0, -inf)"
140129B,,Master-II,--,--,,936.0,,,Fong+2015,,,"0.000363 (+0.0, -inf)"
140129B,,Master-II,--,--,,1188.0,,,Fong+2015,,,"0.000275 (+0.0, -inf)"
140129B,,Master-II,--,--,,1548.0,,,Fong+2015,,,"0.000191 (+0.0, -inf)"
131126A,,iPTF,--,R,6580.0,70200.0,,,Fong+2015,,,"0.0001078 (+0.0, -inf)"
131125A,,iPTF,--,R,6580.0,42480.0,,,Fong+2015,,,"2.49e-05 (+0.0, -inf)"
131004A,573190,Swift,UVOT,White,3885.68,150.0,20.03,0.11,GCN 15313,0.28,1.115589887313147,9.868751283562446e-05 ± 9.998401420478568e-06
131004A,573190,Swift,UVOT,U,3520.95,412.5,20.98,0.34,GCN 15313,0.28,1.20276515625,4.45792041950977e-05 ± 1.3960047901055067e-05
131004A,573190,NOT,ALFOSC,R,6330.81,1548.0,20.2,0.1,GCN 15304,0.28,0.6166593088757396,5.32954302349473e-05 ± 4.908690527347753e-06
131004A,,NOT,ALFOSC,R,6460.0,1548.0,,,Fong+2015,,,4.43e-05 ± 4.3e-06
131004A,573190,Swift,UVOT,White,3885.68,2881.5,20.98,0.12,GCN 15313,0.28,1.115589887313147,4.113980263200759e-05 ± 4.5469390209205394e-06
131004A,573190,Swift,UVOT,UVW2,2085.73,3244.0,22.73,3-sigma,GCN 15313,0.28,2.413675851750172,"2.7132923453789996e-05 (+0.0, -inf)"
131004A,573190,Swift,UVOT,V,5411.43,3358.5,20.23,3-sigma,GCN 15313,0.28,0.770140463576159,"5.971486218553476e-05 (+0.0, -inf)"
131004A,573190,Swift,UVOT,U,3520.95,3501.5,21.74,0.4,GCN 15313,0.28,1.20276515625,2.2137690499652202e-05 ± 8.155826582050411e-06
131004A,573190,Swift,UVOT,UVM2,2245.78,3559.5,22.49,3-sigma,GCN 15313,0.28,2.176533820178449,"2.7204439157360067e-05 (+0.0, -inf)"
131004A,573190,Swift,UVOT,UVW1,2684.14,3588.0,22.41,3-sigma,GCN 15313,0.28,1.6067872068866575,"1.7327708434553146e-05 (+0.0, -inf)"
131004A,573190,Swift,UVOT,B,4346.25,3656.5,20.87,3-sigma,GCN 15313,0.28,1.011374,"4.135955419126962e-05 (+0.0, -inf)"
131004A,573190,TNG,DOLoRes,R,6442.67,3960.0,20.8,0.1,GCN 15305,0.28,0.6050669696969698,3.0342617108461088e-05 ± 2.794658313454744e-06
131004A,,TNG,DOLORES,R,6440.0,3960,,,Fong+2015,,,2.55e-05 ± 2.5e-06
131004A,,Liverpool,--,i,7800.0,5040.0,,,Fong+2015,,,4.74e-05 ± 4.6e-06
131004A,573190,Liverpool,-,i',7590.22,5106.0,20.2,0.1,GCN 15306,0.28,0.46407474659400544,4.630801310795253e-05 ± 4.265125626741775e-06
131004A,573190,Liverpool,-,i',7590.22,6678.0,20.6,0.1,GCN 15306,0.28,0.46407474659400544,3.203731766980163e-05 ± 2.950746003439999e-06
131004A,,Liverpool,--,i,7800.0,6840.0,,,Fong+2015,,,3.28e-05 ± 3.2e-06
131004A,573190,ESO/La Silla,GROND,g',4504.49,7200.0,22.9,0.1,GCN 15309,0.28,0.9741571847507332,6.161537880360059e-06 ± 5.674986109294082e-07
131004A,573190,ESO/La Silla,GROND,r',6097.98,7200.0,22.1,0.1,GCN 15309,0.28,0.6533505712701057,9.580021360461209e-06 ± 8.823525750065006e-07
131004A,573190,ESO/La Silla,GROND,i',7604.74,7200.0,21.6,0.1,GCN 15309,0.28,0.46263461580381476,1.2737379698732027e-05 ± 1.1731560247242142e-06
131004A,573190,ESO/La Silla,GROND,z',8929.33,7200.0,21.4,0.1,GCN 15309,0.28,0.3532143735224586,1.384560693889788e-05 ± 1.2752275256384474e-06
131004A,573190,ESO/La Silla,GROND,J,12246.51,7200.0,20.2,0.2,GCN 15309,0.28,0.20659288900325956,3.653115508935565e-05 ± 6.729287451088311e-06
131004A,573190,ESO/La Silla,GROND,H,16330.2,7200.0,20.2,0.2,GCN 15309,0.28,0.12914428990301483,3.401605655292518e-05 ± 6.2659891792966365e-06
131004A,573190,ESO/La Silla,GROND,K,21550.42,7200.0,19.8,UL,GCN 15309,0.28,0.08725226542105365,"4.7307190318790166e-05 (+0.0, -inf)"
131004A,573190,CTIO,Prompt3,B,4380.74,9000.0,18.98,3-sigma,GCN 15317,0.28,1.0031894428152495,"0.0002340464326866795 (+0.0, -inf)"
131004A,573190,CTIO,Prompt1,V,5445.79,9720.0,21.56,3-sigma,GCN 15317,0.28,0.7682745620253164,"1.7512013111516153e-05 (+0.0, -inf)"
131004A,,ESO/MPG,GROND,g,4770.0,10080.0,,,Fong+2015,,,6e-06 ± 5.8e-07
131004A,,ESO/MPG,GROND,r,6220.0,10080.0,,,Fong+2015,,,9.6e-06 ± 9.3e-07
131004A,,ESO/MPG,GROND,i,7630.0,10080.0,,,Fong+2015,,,1.31e-05 ± 1.3e-06
131004A,,ESO/MPG,GROND,z,9130.0,10080.0,,,Fong+2015,,,1.4e-05 ± 1.4e-06
131004A,,ESO/MPG,GROND,J,12400.0,10080.0,,,Fong+2015,,,4.65e-05 ± 7.4e-06
131004A,,ESO/MPG,GROND,H,15400.0,10080.0,,,Fong+2015,,,3.4e-05 ± 6.9e-06
131004A,,ESO/MPG,GROND,K,21800.0,10080.0,,,Fong+2015,,,"4.73e-05 (+0.0, -inf)"
131004A,573190,Appalachian State,DSO-14,I,7978.8,10440.0,18.46,3-sigma,GCN 15317,0.28,0.4304431554524362,"0.0002229479642277695 (+0.0, -inf)"
131004A,573190,CTIO,Prompt4,R,6414.2,12240.0,21.85,3-sigma,GCN 15317,0.28,0.6079097345132745,"1.1566185218309615e-05 (+0.0, -inf)"
131004A,573190,CTIO,Prompt5,I,7978.8,12600.0,21.12,3-sigma,GCN 15317,0.28,0.4304431554524362,"1.9239931039688295e-05 (+0.0, -inf)"
131004A,573190,Johnson,RATIR,r,6149.31,26208,23.91,3-sigma,GCN 15312,0.28,0.6429877759290074,"1.7915187559446112e-06 (+0.0, -inf)"
131004A,573190,Johnson,RATIR,i,7531.29,26208,23.33,3-sigma,GCN 15312,0.28,0.46991957493188014,"2.606118018283324e-06 (+0.0, -inf)"
131004A,573190,Johnson,RATIR,Z,8788.01,26208,22.56,3-sigma,GCN 15312,0.28,0.3622905543478261,"4.7966990436941894e-06 (+0.0, -inf)"
131004A,573190,Johnson,RATIR,Y,10172.74,26208,21.86,3-sigma,GCN 15312,0.28,0.2825905305012745,"8.493026146778644e-06 (+0.0, -inf)"
131004A,573190,Johnson,RATIR,J,12433.64,26208,21.81,3-sigma,GCN 15312,0.28,0.20011075712347356,"8.242720083086264e-06 (+0.0, -inf)"
131004A,573190,Johnson,RATIR,H,16112.7,26208,21.26,3-sigma,GCN 15312,0.28,0.13202880986392002,"1.2848066413130806e-05 (+0.0, -inf)"
131004A,,Johnson,RATIR,r,6240.0,26280.0,,,Fong+2015,,,"1.60e-06 (+0.0, -inf)"
131004A,,Johnson,RATIR,i,7700.0,26280.0,,,Fong+2015,,,"1.9e-06 (+0.0, -inf)"
131004A,,Johnson,RATIR,Z,8780.0,26280.0,,,Fong+2015,,,"2.9e-06 (+0.0, -inf)"
131004A,,Johnson,RATIR,Y,10020.0,26280.0,,,Fong+2015,,,"4.8e-06 (+0.0, -inf)"
131004A,,Johnson,RATIR,J,12500.0,26280.0,,,Fong+2015,,,"3.6e-06 (+0.0, -inf)"
131004A,,Johnson,RATIR,H,16350.0,26280.0,,,Fong+2015,,,"3.6e-06 (+0.0, -inf)"
131004A,573190,Keck,MOSFIRE,Ks,21303.7,207360,20.6,UL,GCN 15319,0.28,0.08916494603808413,"2.2682568303279735e-05 (+0.0, -inf)"
130912A,570465,Swift,UVOT,White,3885.68,174.0,21.5,3-sigma,GCN 15229,0.28,1.115589887313147,"2.5483683570817426e-05 (+0.0, -inf)"
130912A,570465,Swift,UVOT,U,3520.95,436.0,21.22,3-sigma,GCN 15229,0.28,1.20276515625,"3.5738170086489966e-05 (+0.0, -inf)"
130912A,570465,ESO/La Silla,REM,r',6139.32,756.0,19.6,UL,GCN 15215,0.28,0.6450046145313368,"9.506662907409627e-05 (+0.0, -inf)"
130912A,570465,ESO/La Silla,REM,H,16303.58,756.0,16.1,UL,GCN 15215,0.28,0.12949732862190816,"0.0014853376184443203 (+0.0, -inf)"
130912A,570465,ESO/La Silla,GROND,r',6097.98,960.0,22.0,0.2,GCN 15214,0.28,0.6533505712701057,1.050428454033171e-05 ± 1.934960719610849e-06
130912A,,ESO/MPG,GROND,r,6220.0,972.0,,,Fong+2015,,,1.05e-05 ± 2.10e-06
130912A,570465,Appalachian State,DSO-14,I,7978.8,1260.0,18.7,3-sigma,GCN 15218,0.28,0.4304431554524362,"0.00017873249219834376 (+0.0, -inf)"
130912A,,P60,--,r,6240.0,1368.0,,,Fong+2015,,,1.3e-05 ± 2.6e-06
130912A,570465,Palomar,P60,r',6227.63,1380.0,21.77,0.2,GCN 15222,0.28,0.6322365145228216,1.2732710205691346e-05 ± 2.345451897043044e-06
130912A,570465,Appalachian State,DSO-14,R,6414.2,1440.0,19.6,3-sigma,GCN 15218,0.28,0.6079097345132745,"9.187347486953942e-05 (+0.0, -inf)"
130912A,570465,Lick,KAIT,clear,6414.2,2160.0,19.6,UL,GCN 15213,0.28,0.6079097345132745,"9.187347486953942e-05 (+0.0, -inf)"
130912A,,P60,--,r,6240.0,3168.0,,,Fong+2015,,,9.7e-06 ± 2.5e-06
130912A,570465,Palomar,P60,r',6227.63,3180.0,22.09,0.25,GCN 15222,0.28,0.6322365145228216,9.482456404657445e-06 ± 2.183416276233015e-06
130912A,570465,Swift,UVOT,White,3885.68,3473.5,22.2,3-sigma,GCN 15229,0.28,1.115589887313147,"1.3374027252609514e-05 (+0.0, -inf)"
130912A,570465,Yerkes,Y-41,r',6202.58,3600.0,21.9,3-sigma,GCN 15218,0.28,0.6355557665369651,"1.1330486443922517e-05 (+0.0, -inf)"
130912A,570465,CTIO,Prompt5,I,7978.8,3660.0,20.6,3-sigma,GCN 15218,0.28,0.4304431554524362,"3.1060147306672324e-05 (+0.0, -inf)"
130912A,570465,CTIO,Prompt4,R,6414.2,3660.0,21.0,3-sigma,GCN 15218,0.28,0.6079097345132745,"2.5304056156110344e-05 (+0.0, -inf)"
130912A,570465,CTIO,Prompt1,V,5445.79,3660.0,21.3,3-sigma,GCN 15218,0.28,0.7682745620253164,"2.2250310389564845e-05 (+0.0, -inf)"
130912A,570465,CTIO,Prompt3,B,4380.74,3660.0,21.1,3-sigma,GCN 15218,0.28,1.0031894428152495,"3.321253507285325e-05 (+0.0, -inf)"
130912A,570465,Yerkes,Y-41,i',7673.03,3780.0,21.6,3-sigma,GCN 15218,0.28,0.4561632488262911,"1.2661686270875054e-05 (+0.0, -inf)"
130912A,570465,Yerkes,Y-41,g',4724.6,3960.0,21.8,3-sigma,GCN 15218,0.28,0.9230643119266054,"1.6190191052643564e-05 (+0.0, -inf)"
130912A,570465,Swift,UVOT,UVW2,2085.73,11843.0,23.33,3-sigma,GCN 15229,0.28,2.413675851750172,"1.561336777202272e-05 (+0.0, -inf)"
130912A,570465,Swift,UVOT,V,5411.43,12312.0,20.29,3-sigma,GCN 15229,0.28,0.770140463576159,"5.6504421685789836e-05 (+0.0, -inf)"
130912A,570465,Swift,UVOT,B,4346.25,15518.0,21.47,3-sigma,GCN 15229,0.28,1.011374,"2.3799939272116875e-05 (+0.0, -inf)"
130912A,570465,Swift,UVOT,UVM2,2245.78,17835.5,23.49,3-sigma,GCN 15229,0.28,2.176533820178449,"1.0830282299431374e-05 (+0.0, -inf)"
130912A,570465,Swift,UVOT,UVW1,2684.14,18099.0,23.61,3-sigma,GCN 15229,0.28,1.6067872068866575,"5.737743526656906e-06 (+0.0, -inf)"
130912A,570465,Swift,UVOT,U,3520.95,18273.5,22.62,3-sigma,GCN 15229,0.28,1.20276515625,"9.843109385699158e-06 (+0.0, -inf)"
130912A,570465,Abastumani,AS-32,None,,59092.416,22.3,UL,GCN 15239,0.28,,"nan"
130912A,,WHT,ACAM,g,7650.0,72000.0,,,Fong+2015,,,"8.7e-07 (+0.0, -inf)"
130912A,,WHT,ACAM,g,4850.0,72000.0,,,Fong+2015,,,"8.7e-07 (+0.0, -inf)"
130912A,,WHT,ACAM,g,4762.28,72576.0,24.1,3-sigma,Rastinejad+2021,0.28,0.914591093117409,"1.9313575700111904e-06 (+0.0, -inf)"
130912A,,WHT,LIRIS,J,12447.42,76032.0,22.1,3-sigma,Rastinejad+2021,0.28,0.19966575848032564,"6.30801260234765e-06 (+0.0, -inf)"
130912A,,Johnson,RATIR,r,6240.0,89280.0,,,Fong+2015,,,"1.80e-06 (+0.0, -inf)"
130912A,,Johnson,RATIR,i,7700.0,89280.0,,,Fong+2015,,,"1.7e-06 (+0.0, -inf)"
130912A,,Johnson,RATIR,Z,8780.0,89280.0,,,Fong+2015,,,"3.7e-06 (+0.0, -inf)"
130912A,,Johnson,RATIR,Y,10020.0,89280.0,,,Fong+2015,,,"5.4e-06 (+0.0, -inf)"
130912A,,Johnson,RATIR,J,12500.0,89280.0,,,Fong+2015,,,"5.3e-06 (+0.0, -inf)"
130912A,,Johnson,RATIR,H,16350.0,89280.0,,,Fong+2015,,,"7.9e-06 (+0.0, -inf)"
130912A,570465,Johnson,RATIR,r,6149.31,89442,23.89,3-sigma,GCN 15226,0.28,0.6429877759290074,"1.8248255763426101e-06 (+0.0, -inf)"
130912A,570465,Johnson,RATIR,i,7531.29,89442,23.79,3-sigma,GCN 15226,0.28,0.46991957493188014,"1.7060591286567868e-06 (+0.0, -inf)"
130912A,570465,Johnson,RATIR,Z,8788.01,89442,22.86,3-sigma,GCN 15226,0.28,0.3622905543478261,"3.638668328710334e-06 (+0.0, -inf)"
130912A,570465,Johnson,RATIR,Y,10172.74,89442,22.38,3-sigma,GCN 15226,0.28,0.2825905305012745,"5.260929247015797e-06 (+0.0, -inf)"
130912A,570465,Johnson,RATIR,J,12433.64,89442,22.3,3-sigma,GCN 15226,0.28,0.20011075712347356,"5.24892722900706e-06 (+0.0, -inf)"
130912A,570465,Johnson,RATIR,H,16112.7,89442,21.78,3-sigma,GCN 15226,0.28,0.13202880986392002,"7.958620071607632e-06 (+0.0, -inf)"
130912A,,HJT,RATIR,r,6149.311,89856.0,23.3,3-sigma,Rastinejad+2021,0.28,0.6429875740432615,"3.1421092304797613e-06 (+0.0, -inf)"
130912A,,HJT,RATIR,i,7531.293,89856.0,23.3,3-sigma,Rastinejad+2021,0.28,0.4699192773841963,"2.6791310634162193e-06 (+0.0, -inf)"
130912A,,HJT,RATIR,J,12433.641,89856.0,22.1,3-sigma,Rastinejad+2021,0.28,0.2001107248303935,"6.310598339633829e-06 (+0.0, -inf)"
130912A,,UKIRT,WFCAM,J,12483.0,103680.0,22.7,0.4,Rastinejad+2021,0.28,0.1985177774102861,3.626046422683254e-06 ± 1.3358848702999756e-06
130912A,,UKIRT,WFCAM,H,16313.0,103680.0,22.0,3-sigma,Rastinejad+2021,0.28,0.1293723990677393,"6.4829878628853e-06 (+0.0, -inf)"
130912A,,WHT,LIRIS,J,12447.42,666144.0,22.8,3-sigma,Rastinejad+2021,0.28,0.19966575848032564,"3.3104920730616202e-06 (+0.0, -inf)"
130912A,,Magellan,FourStar,J,12287.96,1029888.0,23.7,3-sigma,Rastinejad+2021,0.28,0.20504980271058507,"1.4522660002839714e-06 (+0.0, -inf)"
130822A,567163,Swift,UVOT,White,3885.68,156.0,21.6,3-sigma,GCN 15118,0.03,0.11952748792640859,"9.28618313169218e-06 (+0.0, -inf)"
130822A,567163,Swift,UVOT,U,3520.95,419.5,21.72,3-sigma,GCN 15118,0.03,0.1288676953125,"8.386356633770537e-06 (+0.0, -inf)"
130822A,567163,Swift,UVOT,UVW2,2085.73,610.0,21.13,3-sigma,GCN 15118,0.03,0.2586081269732327,"1.6273070266196492e-05 (+0.0, -inf)"
130822A,567163,Swift,UVOT,U,3520.95,720.0,21.92,3-sigma,GCN 15118,0.03,0.1288676953125,"6.9754676195168814e-06 (+0.0, -inf)"
130822A,567163,Swift,UVOT,White,3885.68,812.0,22.2,3-sigma,GCN 15118,0.03,0.11952748792640859,"5.34364063940233e-06 (+0.0, -inf)"
130822A,567163,Swift,UVOT,B,4346.25,860.0,19.97,3-sigma,GCN 15118,0.03,0.1083615,"4.124495640617255e-05 (+0.0, -inf)"
130822A,567163,Swift,UVOT,V,5411.43,1022.0,19.29,3-sigma,GCN 15118,0.03,0.08251504966887416,"7.534115413467148e-05 (+0.0, -inf)"
130822A,567163,Swift,UVOT,UVW1,2684.14,1072.0,21.21,3-sigma,GCN 15118,0.03,0.17215577216642758,"1.3960100916481875e-05 (+0.0, -inf)"
130822A,567163,Weihai,1m,r',6202.58,4284,20.0,UL,GCN 15114,0.03,0.06809526070038911,"3.8660222857100096e-05 (+0.0, -inf)"
130822A,567163,Kharkiv National University,AZT-8,R,6414.2,24192,20.6,UL,GCN 15137,0.03,0.06513318584070797,"2.2186026288242783e-05 (+0.0, -inf)"
130822A,567163,ISON-Kislovodsk,SANTEL-400AN,None,,26206.848,19.3,UL,GCN 15137,0.03,,"nan"
130822A,567163,WHT,ACAM,r,6256.18,31536.0,21.9,UL,GCN 15119,0.03,0.06726576763485477,"6.713245910582553e-06 (+0.0, -inf)"
130822A,567163,Abastumani,AS-32,None,,31547.232,21.9,UL,GCN 15137,0.03,,"nan"
130822A,,Gemini-N,GMOS,i,7800.0,75960.0,,,Fong+2015,,,"5.8e-07 (+0.0, -inf)"
130822A,567163,Gemini North,GMOS,i',7713.83,76032.0,24.5,UL,GCN 15121,0.03,0.04843925026178011,"6.017303944519206e-07 (+0.0, -inf)"
130822A,,Gemini-N,GMOS,i,7713.83,76032.0,24.5,3-sigma,Rastinejad+2021,0.03,0.04843925026178011,"6.017303944519206e-07 (+0.0, -inf)"
130822A,,UKIRT,WFCAM,H,16313.0,491616.0,22.8,3-sigma,Rastinejad+2021,0.03,0.013861328471543494,"2.7897852919899326e-06 (+0.0, -inf)"
130822A,,UKIRT,WFCAM,J,12483.0,578016.0,22.0,3-sigma,Rastinejad+2021,0.03,0.02126976186538779,"5.868595194380025e-06 (+0.0, -inf)"
130716A,561974,Swift,UVOT,White,3885.68,195.0,21.27,3-sigma,GCN 15007,0.01,0.03984249597546953,"1.1694004249040347e-05 (+0.0, -inf)"
130716A,561974,Swift,UVOT,U,3520.95,458.5,20.88,3-sigma,GCN 15007,0.01,0.0429558984375,"1.6796106057496698e-05 (+0.0, -inf)"
130716A,561974,Swift,UVOT,White,3885.68,963.0,21.7,3-sigma,GCN 15007,0.01,0.03984249597546953,"7.869791878093767e-06 (+0.0, -inf)"
130716A,561974,Swift,UVOT,UVM2,2245.78,4727.0,21.33,3-sigma,GCN 15007,0.01,0.07773335072065889,"1.1458284182619236e-05 (+0.0, -inf)"
130716A,561974,Swift,UVOT,UVW1,2684.14,4932.0,21.12,3-sigma,GCN 15007,0.01,0.057385257388809195,"1.3645214022044098e-05 (+0.0, -inf)"
130716A,561974,Swift,UVOT,B,4346.25,5342.0,19.88,3-sigma,GCN 15007,0.01,0.0361205,"4.1925132991395575e-05 (+0.0, -inf)"
130716A,561974,Swift,UVOT,UVW2,2085.73,5753.0,21.78,3-sigma,GCN 15007,0.01,0.08620270899107757,"7.629697728258832e-06 (+0.0, -inf)"
130716A,561974,Swift,UVOT,V,5411.43,5957.5,19.16,3-sigma,GCN 15007,0.01,0.027505016556291388,"8.07287551293722e-05 (+0.0, -inf)"
130716A,561974,Gemini North,GMOS,r,6224.52,70020.0,24.5,5-sigma,GCN 15008,0.01,0.022595976653696496,"5.875767998483284e-07 (+0.0, -inf)"
130716A,,Gemini-N,GMOS,r,6300.0,70200.0,,,Fong+2015,,,"3.5e-07 (+0.0, -inf)"
130603B,,Swift,UVOT,V,5470.0,684.0,,,Fong+2015,,,"0.0001995 (+0.0, -inf)"
130603B,557310,Swift,UVOT,White,3885.68,2521.5,21.61,0.17,GCN 14759,0.02,0.07968499195093906,8.869522621084163e-06 ± 1.3887524787111677e-06
130603B,557310,Swift,UVOT,V,5411.43,2999.0,19.79,3-sigma,GCN 14759,0.02,0.055010033112582776,"4.634792143960346e-05 (+0.0, -inf)"
130603B,557310,Swift,UVOT,U,3520.95,3141.0,21.89,0.1392857142857143,GCN 14759,0.02,0.085911796875,6.892725252824939e-06 ± 8.842462432472493e-07
130603B,557310,Swift,UVOT,UVW1,2684.14,3228.0,22.11,3-sigma,GCN 14759,0.02,0.11477051477761839,"5.78008805799892e-06 (+0.0, -inf)"
130603B,557310,Swift,UVOT,B,4346.25,3371.0,21.01,0.18,GCN 14759,0.02,0.072241,1.5308147878663812e-05 ± 2.5378785436866994e-06
130603B,557310,Swift,UVOT,UVW2,2085.73,3567.5,22.42,0.1392857142857143,GCN 14759,0.02,0.17240541798215514,4.5812966690376025e-06 ± 5.877202732166588e-07
130603B,557310,Swift,UVOT,UVM2,2245.78,4778.5,22.09,3-sigma,GCN 14759,0.02,0.15546670144131777,"6.112416360548448e-06 (+0.0, -inf)"
130603B,,Swift,UVOT,V,5470.0,7560.0,,,Fong+2015,,,"5.4e-05 (+0.0, -inf)"
130603B,,Swift,UVOT,B,4390.0,8640.0,,,Fong+2015,,,1.72e-05 ± 4.5e-06
130603B,557310,NOT,NOT,r,6212.02,19966.0,20.9,0,GCN 14743,0.02,0.04530868482490272,1.6525314095560953e-05 ± 0.0
130603B,,NOT,MOSCA,r,6800.0,21240.0,,,Fong+2015,,,1.26e-05 ± 2.30e-07
130603B,,WHT,ACAM,z,9800.0,21960.0,,,Fong+2015,,,2.54e-05 ± 1.4e-06
130603B,,WHT,ACAM,i,7700.0,23760.0,,,Fong+2015,,,1.64e-05 ± 8.8e-07
130603B,,CAHA,DLR-MKIII,V,5400.0,24120.0,,,Fong+2015,,,8.3e-06 ± 7.3e-07
130603B,,GTC,OSIRIS,r,6410.0,25200.0,,,Fong+2015,,,1.1e-05 ± 2.00e-07
130603B,,WHT,ACAM,g,7650.0,25560.0,,,Fong+2015,,,6.3e-06 ± 3.4e-07
130603B,,WHT,ACAM,g,4850.0,25560.0,,,Fong+2015,,,6.3e-06 ± 3.4e-07
130603B,557310,Gemini South,GMOS,g',4643.55,26853.984,21.7,0.2,GCN 14748,0.02,0.06733484969939879,8.071610354605703e-06 ± 1.486845574317718e-06
130603B,557310,Gemini South,GMOS,r',6244.66,26853.984,21.2,0.1,GCN 14748,0.02,0.044971313969571235,1.2531838069593138e-05 ± 1.1542249410744176e-06
130603B,557310,Gemini South,GMOS,i',7719.34,26853.984,20.7,0.2,GCN 14748,0.02,0.0322536,1.963033399790239e-05 ± 3.6160411547251404e-06
130603B,,Gemini-S,GMOS,g,4750.0,28440.0,,,Fong+2015,,,5.3e-06 ± 1.9e-07
130603B,,Magellan/Baade,IMACS,r,6650.0,29520,,,Fong+2015,,,8.6e-06 ± 1.4e-07
130603B,,Gemini-S,GMOS,i,7800.0,32400.0,,,Fong+2015,,,1.23e-05 ± 1.2e-06
130603B,557310,Palomar,P60,r',6227.63,43920.0,20.8,0,GCN 14761,0.02,0.045159751037344396,1.8117161232796658e-05 ± 0.0
130603B,557310,Johnson,RATIR,r',6149.31,48222,20.78,0.03,GCN 14761,0.02,0.04592769828064338,1.8467041630481676e-05 ± 5.102632172405707e-07
130603B,557310,Johnson,RATIR,i',7531.29,48222,20.52,0.03,GCN 14761,0.02,0.03356568392370572,2.3198105676394787e-05 ± 6.409873477940062e-07
